source_id,chunk_id,title,target_collection,use_mode,risk_scope,review_priority,review_status,issues,content_preview
CCI_BIPOLAR,CCI_BIPOLAR_e46c415e_00017_073bb925e7f0,Bipolar self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"What sorts of symptoms do you experience? On the next page is a Symptom Record worksheet. Take a few minutes to write down what you experience when you are feeling well, that is, when you are neither depressed nor hypomanic or manic. Then think of how you feel"
CCI_BODY_DYSMORPHIA,CCI_BODY_DYSMORPHIA_17080a12_00000_186c51511c14,Body Dysmorphia self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,C C I Module 1 Understanding Body Dysmorphic Disorder Introduction 2 What is Body Image? 2 What is Body Dysmorphic Disorder? 3 Could I have BDD? 5 My Negative Body Image 5 Negative Impacts of BDD 7 How does BDD develop? 8 The Good News 9 What You Can Expect fr
CCI_BODY_DYSMORPHIA,CCI_BODY_DYSMORPHIA_17080a12_00016_9a410ce4925e,Body Dysmorphia self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"C C I Could I have BDD? If y ou are reading these modules, it is possible that you have already been wondering whether you need to work on your body image. Alternatively, these modules may have been suggested to you by a friend, colleague or health professiona"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00001_482eb5c76aeb,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"What Are Eating Disorders? Introduction 2 Eating Disorders: Myths and Facts 2 Do I Have an Eating Disorder? 3 Taking Your Physical Health Seriously 5 How Did I Get Here? 5 Recovery is Possible Ready, Set, Action A Word on Distress What to Expect from this Work"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00004_4cf3fe598166,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,Welcome! This workbook has been developed by clinical psychologists who specialise in the treatment of eating disorders. You can use this workbook as a self-help guide to recovery from an eating disorder or you may wish to work through the modules with a m ent
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00005_60e7d0a49833,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"This set of modules is designed to help you… • understand eating disorders and what keeps them going • normalise your eating behaviours • reduce other eating disorder behaviours, e.g. binge-eating, vomiting, laxative misuse, driven exercise • tolerate distress"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00006_b157c48e78b2,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,It is important that you download or print off the Appendix – ‘Getting Educated about Eating Disorders’. This Appendix contains important information for you to read alongside the content of the modules. Throughout the modules you will see this symbol indicati
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00007_9533d6ad3813,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Let’s start by getting on the same page about eating disorders and debunk some of the myths surrounding these illnesses. Eating disorders affect people of all genders, ages, races, ethnicities, sexual orientations, and socio-economic backgrounds. People with e"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00008_4187c24d4cb2,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Eating disorders are not lifestyle choices, ‘phases’ that young people grow out of or ‘diets gone too far’. They are serious mental illnesses that can have a severe impact on physical health, relationships, work, mood, and quality of life. Eating disorders car"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00009_68cbe239444b,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"It is not all doom and gloom when it comes to eating disorders. Full recovery from an eating di sorder is absolutely possible. Early detection and treatment are important, but full recovery is possible at any age and no matter how long you have been struggling"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00010_a1d4aecde1f4,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Break Free From ED Module 1: What Are Eating Disorders? D o I Have an Eating Disorder? I t is nearly impossible to get through a whole day without hearing some sort of dietary or exercise advice from a friend, colleague, or the media. We are constantly hearing"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00011_98a170e20dd9,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"A fter you have read about the eating disorder diagnoses, you can get a better idea of whether you might have symptoms of an eating disorder by filling out the following table. Never Sometimes Often Very Often I try to eat as little as possible, even if I am h"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00013_8b6af2437ace,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"If you answered Often or Very Often to many of the above items, you are in the right place. If these thoughts and behaviours are impacting your physical health, mental health, and/or quality of life, you may have an eating disorder. Some of the key symptoms of"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00014_107158e8d770,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Take a moment to think about the ways in which eating disorder symptoms are affecting your life. Consider the following areas… Physical health: (e.g. Are you always tired? Do you feel cold all the time? Do you get bloated often, or feel dizzy? Relationships: ("
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00016_f1628d95b617,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Eating disorders are associated with serious, even life -threatening health complications. It is very important that all individuals engaging in any kind of disordered eating regularly consult with a medical practitioner to monitor and manage potential health "
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00017_0d0d4c9e6b31,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Turn to to learn more about the risks associated with eating disorders. Even if you are not sure whether you’re ready to make changes yet, arranging an appointment to talk to a medical practitioner is an important first step. Why not give them a call now to bo"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00018_a85b5d6d6284,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,People with eating disorders and their loved ones often wonder how and why the disorder developed and can often blame themselves. While it is common for eating disorders to develop after a period of inadequate nutritional intake (both intentional and through s
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00019_8185c951c720,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"On average, about half the risk of developing an eating disorder comes from genetic influence, but this risk differs from person to person. People with higher heritability need only a slightly stressful environment for an eating disorder to start, while in a p"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00020_45cfe80fd3d0,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Unfortunately, our society is a potentially triggering environment, with images of unachievable bodies and inaccurate and conflicting messages about diets and exercise ever present, especially on our social media. Once activated, the brain experiences changes "
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00021_157d5e8b1381,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,My regular medical practitioner is: _____________________________________ My review with my medical practitioner is booked for: _____________________ provides more information on the neurobiology of eating disorders. FACT: Research shows that people who read t
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00022_94e2258c1a25,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"Module 1: What Are Eating Disorders? Recovery is Possible! Research tells us that full recovery from an eating disorder is possible. With adequate re -nourishment and learning, the brain and body can return to healthy functioning and unhelpful genes can be ‘tu"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00023_06c944a18b60,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"In this workbook we are going to focus on strategies that come from one of the leading evidence -based treatments, cognitive-behavioural therapy for eating disorders (CBT-ED). Evidence-based means that CBT-ED has been shown to be effective in reducing eating d"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00024_5421057e1d63,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"For some people, self-help might offer just the right amount of support to recover. For others, it might not be enough, and it may be necessary to work alongside a mental health professional. Ready, Set, Action!"
CCI_DISORDERED_EATING,CCI_DISORDERED_EATING_d6d7d1c1_00026_050af6af6be2,Disordered Eating self-help resources,professional_knowledge,psychoeducation_only,normal,P1,pending,,"The single most consistent predictor of overcoming an eating disorder is actually how quickly you can get started on making early behavioural change s. This means giving the modules a go, testing out the strategies, and making changes to your eating. You alrea"
